reactionid	equation	flux
R2204	R2204_reverse: etoh_c --> etoh_e	21.522204
R2263	R2263_reverse: galt_c + h_c --> galt_e + h_e	0.27826
R2306	R2306_reverse_num1: h_c + pi_c --> h_m + pi_m	2.560732
R2310	R2310_reverse: cit_m + h_m --> cit_c + h_c	0.712369
R2317	R2317_reverse: icit_m --> icit_c	0.194376
R2318	R2318_reverse: cbp_m --> cbp_c	0.023527
R2323	R2323_reverse: lys__L_m --> lys__L_c	0.113809
R2328	R2328_reverse: h2o_m --> h2o_c	5.165122
R2330	R2330_reverse: co2_m --> co2_c	2.66451
R2393	R2393_reverse:  --> nh4_e	2.629693
R2396	R2396_reverse:  --> o2_e	2.112085
R2397	R2397_reverse:  --> pi_e	0.063815
R2398	R2398_reverse:  --> so4_e	0.005098
R2400	R2400_reverse:  --> h_e	19.140906
R2527	R2527_reverse: CPD_13036_m --> CPD_13036_c	0.27826
R2561	R2561_reverse: co2_m + h2o_c --> h_m + hco3_m	0.118737
R2601	R2601_reverse: icit_c --> icit_x	0.194376
R36	R36_num2: adp_c + h_c + pep_c --> atp_c + pyr_c	24.78976
R43	R43_num2: dhap_c --> g3p_c	12.588521
R56	R56_num3: 6pgc_c + nadp_c --> co2_c + nadph_c + ru5p__D_c	0.422374
R114	R114_num2: accoa_m + h2o_m + oaa_m --> cit_m + coa_m + h_m	1.508453
R152	R152_num7: uacgam_c --> chtn_c + udp_c	0.132338
R158	R158_num2: uacgam_c --> udpacgal_c	0.000635
R166	R166_num2: TRNA_c + asp__L_c + atp_c --> TRNAASP_c + amp_c + ppi_c	0.07538
R172	R172_num2: TRNA_c + atp_c + pro__L_c --> TRNAPRO_c + amp_c + ppi_c	0.081674
R174	R174_num2: TRNA_c + atp_c + gln__L_c --> TRNAGLN_c + amp_c + ppi_c	0.155507
R180	R180_num2: TRNA_c + atp_c + thr__L_c --> TRNATHR_c + amp_c + ppi_c	0.092503
R184	R184_num2: TRNA_c + atp_c + val__L_c --> TRNAVAL_c + amp_c + ppi_c	0.075275
R185	R185_num2: TRNA_c + atp_c + leu__L_c --> TRNALEU_c + amp_c + ppi_c	0.140213
R186	R186_num2: TRNA_c + atp_c + lys__L_c --> TRNALYS_c + amp_c + ppi_c	0.113809
R187	R187_num2: TRNA_c + atp_c + met__L_c --> TRNAMET_c + amp_c + ppi_c	0.003235
R191	R191_num2: TRNA_c + atp_c + trp__L_c --> TRNATRP_c + amp_c + ppi_c	0.022748
R237	R237_num2: acglu_m + atp_m --> acg5p_m + adp_m	0.176884
R239	R239_num2: acg5sa_m + glu__L_m --> acorn_m + akg_m	0.176884
R240	R240_num2: acorn_m + glu__L_m --> acglu_m + orn_m	0.176884
R243	R243_num2: asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c	0.09521
R247	R247_num6: glu__L_c + oaa_c --> akg_c + asp__L_c	0.331897
R254	R254_num2: atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c	2.139805
R400	R400_num2: atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c	0.022084
R465	R465_num2: ACP_c + malcoa_c --> coa_c + malACP_c	0.316988
R466	R466_num2: ACP_c + accoa_c --> acACP_c + coa_c	0.041035
R467	R467_num4: acACP_c + malACP_c --> ACP_c + actACP_c + co2_c	0.041035
R468	R468_num4: actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c	0.041035
R469	R469_num2: C4HACP_c --> C4DACP_c + h2o_c	0.041035
R470	R470_num2: C4DACP_c + h_c + nadph_c --> C40ACP_c + nadp_c	0.041035
R472	R472_num4: C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c	0.041035
R473	R473_num4: C6OACP_c + h_c + nadph_c --> C6HACP_c + nadp_c	0.041035
R474	R474_num2: C6HACP_c --> C6DACP_c + h2o_c	0.041035
R475	R475_num2: C6DACP_c + h_c + nadph_c --> C60ACP_c + nadp_c	0.041035
R477	R477_num4: C60ACP_c + h_c + malACP_c --> ACP_c + C8OACP_c + co2_c	0.041035
R478	R478_num4: C8OACP_c + h_c + nadph_c --> C8HACP_c + nadp_c	0.041035
R479	R479_num2: C8HACP_c --> C8DACP_c + h2o_c	0.041035
R480	R480_num2: C8DACP_c + h_c + nadph_c --> C80ACP_c + nadp_c	0.041035
R482	R482_num4: C80ACP_c + h_c + malACP_c --> ACP_c + C10OACP_c + co2_c	0.041035
R483	R483_num4: C10OACP_c + h_c + nadph_c --> C10HACP_c + nadp_c	0.041035
R484	R484_num2: C10HACP_c --> C10DACP_c + h2o_c	0.041035
R485	R485_num2: C10DACP_c + h_c + nadph_c --> C100ACP_c + nadp_c	0.041035
R487	R487_num4: C100ACP_c + h_c + malACP_c --> ACP_c + C12OACP_c + co2_c	0.041035
R488	R488_num4: C12OACP_c + h_c + nadph_c --> C12HACP_c + nadp_c	0.041035
R489	R489_num2: C12HACP_c --> C12DACP_c + h2o_c	0.041035
R490	R490_num2: C12DACP_c + h_c + nadph_c --> dodecacp_c + nadp_c	0.041035
R492	R492_num4: dodecacp_c + h_c + malACP_c --> ACP_c + C14OACP_c + co2_c	0.041035
R493	R493_num4: C14OACP_c + h_c + nadph_c --> C14HACP_c + nadp_c	0.041035
R494	R494_num2: C14HACP_c --> C14DACP_c + h2o_c	0.041035
R495	R495_num2: C14DACP_c + h_c + nadph_c --> C140ACP_c + nadp_c	0.041035
R497	R497_num4: C140ACP_c + h_c + malACP_c --> 3opalmACP_c + ACP_c + co2_c	0.041035
R498	R498_num4: 3opalmACP_c + h_c + nadph_c --> C16HACP_c + nadp_c	0.041035
R499	R499_num2: C16HACP_c --> C16DACP_c + h2o_c	0.041035
R500	R500_num2: C16DACP_c + h_c + nadph_c --> C160ACP_c + nadp_c	0.041035
R502	R502_num2: C160ACP_c + h_c + malACP_c --> ACP_c + C18OACP_c + co2_c	0.028554
R503	R503_num4: C18OACP_c + h_c + nadph_c --> C18HACP_c + nadp_c	0.028554
R579	R579_num4: C160ACP_c + coa_c --> ACP_c + pmtcoa_c	2.4e-05
R604	R604_num5: atp_c + coa_c + ocdca_c --> amp_c + ppi_c + stcoa_c	2.7e-05
R605	R605_num5: atp_c + coa_c + ocdcea_c --> amp_c + ocdce9coa_c + ppi_c	0.000155
R606	R606_num5: atp_c + coa_c + lnlc_c --> amp_c + lnlccoa_c + ppi_c	0.000141
R621	R621_num5: atp_c + coa_c + hdca_c --> amp_c + pmtcoa_c + ppi_c	0.000178
R642	R642_num3: 2.0 accoa_c --> aacoa_c + coa_c	0.073791
R732	R732_num4: mnl_c + nadp_c --> fru_c + h_c + nadph_c	0.27826
R754	R754_num2: gtp_c + h_c + man1p_c --> gdpmann_c + ppi_c	0.013582
R760	R760_num2: arab__D_c + h_c + nadph_c --> abt__D_c + nadp_c	0.010818
R811	R811_num2: 0.2291 C160ACP_c + 0.0795 C180ACP_c + 0.2979 C181ACP_c + 0.3935 C182ACP_c + DAGLY_c --> ACP_c + tagho_c	0.001909
R818	R818_num2: 0.3211 C160ACP_c + 0.0606 C180ACP_c + 0.3061 C181ACP_c + 0.3122 C182ACP_c + glyc3p_c --> ACP_c + PSAGL3P_c	0.000455
R819	R819_num4: 0.3211 C160ACP_c + 0.0606 C180ACP_c + 0.3061 C181ACP_c + 0.3122 C182ACP_c + PSAGL3P_c --> ACP_c + PSPA_c	0.000455
R820	R820_num2: 0.3211 C160ACP_c + 0.0606 C180ACP_c + 0.3061 C181ACP_c + 0.3122 C182ACP_c + glyc3p_c --> ACP_c + PEAGL3P_c	0.007354
R821	R821_num4: 0.3211 C160ACP_c + 0.0606 C180ACP_c + 0.3061 C181ACP_c + 0.3122 C182ACP_c + PEAGL3P_c --> ACP_c + PEPA_c	0.007354
R822	R822_num2: 0.3211 C160ACP_c + 0.0606 C180ACP_c + 0.3061 C181ACP_c + 0.3122 C182ACP_c + glyc3p_c --> ACP_c + PCAGL3P_c	0.000123
R823	R823_num4: 0.3211 C160ACP_c + 0.0606 C180ACP_c + 0.3061 C181ACP_c + 0.3122 C182ACP_c + PCAGL3P_c --> ACP_c + PCPA_c	0.000123
R824	R824_num2: 0.3211 C160ACP_c + 0.0606 C180ACP_c + 0.3061 C181ACP_c + 0.3122 C182ACP_c + glyc3p_c --> ACP_c + CLAGL3P_c	0.009074
R825	R825_num4: 0.3211 C160ACP_c + 0.0606 C180ACP_c + 0.3061 C181ACP_c + 0.3122 C182ACP_c + CLAGL3P_c --> ACP_c + CLPA_c	0.009074
R830	R830_num2: 0.2291 C160ACP_c + 0.0795 C180ACP_c + 0.2979 C181ACP_c + 0.3935 C182ACP_c + glyc3p_c --> ACP_c + MAGLYP_c	0.002544
R831	R831_num4: 0.2291 C160ACP_c + 0.0795 C180ACP_c + 0.2979 C181ACP_c + 0.3935 C182ACP_c + MAGLYP_c --> ACP_c + DAGLYP_c	0.002249
R832	R832_num2: DAGLYP_c + h2o_c --> DAGLY_c + pi_c	0.002249
R837	R837_num2: PSPA_c + ctp_c + h_c --> PSCDPDG_c + ppi_c	0.000455
R839	R839_num2: PEPA_c + ctp_c + h_c --> PECDPDG_c + ppi_c	0.007354
R840	R840_num2: PEPS_c + h_c --> PE_c + co2_c	0.007232
R842	R842_num2: PCPA_c + ctp_c + h_c --> PCCDPDG_c + ppi_c	0.000123
R845	R845_num2: CLPA_c + ctp_c + h_c --> CLCDPDG_c + ppi_c	0.002964
R901	R901_num4: ser__L_c + thf_c --> gly_c + h2o_c + mlthf_c	0.104334
R908	R908_num2: PSCDPDG_c + ser__L_c --> PS_c + cmp_c + h_c	0.000332
R909	R909_num2: PECDPDG_c + ser__L_c --> PEPS_c + cmp_c + h_c	0.007232
R918	R918_num2: 3ig3p_c + ser__L_c --> g3p_c + h2o_c + trp__L_c	0.022748
R921	R921_num3: thr__L_m --> 2obut_m + nh4_m	0.070875
R945	R945_num6: glu__L_c + imacp_c --> akg_c + hisp_c	0.025877
R1003	R1003_num2: HCIT_m --> b124tc_m + h2o_m	0.113809
R1012	R1012_num7: 2oxoadp_m + glu__L_m --> L2aadp_m + akg_m	0.113809
R1014	R1014_num3: h2o_m + nad_m + saccrp__L_m --> akg_m + h_m + lys__L_m + nadh_m	0.113809
R1193	R1193_num3: e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c	0.091905
R1204	R1204_num2: chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c	0.022748
R1244	R1244_num2: TRNA_c + atp_c + glu__L_c --> TRNAGLU_c + amp_c + ppi_c	0.155507
R1357	R1357_num2: gdp_c + h_c + pep_c --> gtp_c + pyr_c	0.049465
R1360	R1360_num2: dadp_c + h_c + pep_c --> datp_c + pyr_c	0.006575
R1361	R1361_num2: dgdp_c + h_c + pep_c --> dgtp_c + pyr_c	0.006575
R1366	R1366_num2: gln__L_c + h2o_c + prpp_c --> glu__L_c + ppi_c + pram_c	0.023282
R1378	R1378_num2: atp_c + udp_c --> adp_c + utp_c	2.496827
R1410	R1410_num2: atp_m + dcdp_m --> adp_m + dctp_m	0.006968
R1442	R1442_num3: asp__L_c + cbp_c --> cbasp_c + h_c + pi_c	0.023527
R1519	R1519_num2: 3dsphgn_c + h_c + nadph_c --> nadp_c + sphgn_c	0.000202
R1522	R1522_num2: C20DHSPH_c + h_c + nadph_c --> C20SPH_c + nadp_c	0.000124
R1525	R1525_num2: C191DHSPH_c + nadph_c --> C191SPH_c + h_c + nadp_c	0.00017
R1659	R1659_num2: h2o_c + mi3p__D_c --> inost_c + pi_c	0.019219
R1695	R1695_num2: dmpp_c + ipdp_c --> grdp_c + ppi_c	0.024597
R1696	R1696_num2: grdp_c + ipdp_c --> frdp_c + ppi_c	0.024597
R1720	R1720_num9: MAGLYP_c + h2o_c --> MAGLY_c + pi_c	0.000295
R1827	R1827_num3: 23dhmp_m --> 3mop_m + h2o_m	0.070704
R1835	R1835_num3: 23dhmb_m --> 3mob_m + h2o_m	0.215488
R1865	R1865_num2: 3mop_m + glu__L_m --> akg_m + ile__L_m	0.070704
R1868	R1868_num2: 3mob_m + glu__L_m --> akg_m + val__L_m	0.075275
R2074	R2074_num3: h2o2_c + meoh_c --> fald_c + 2.0 h2o_c	0.012299
R2161	R2161_num5: atp_m + h2o_m + 2.88 h_m --> adp_m + 3.88 h_c + pi_m	0.202359
R2604	R2604_num2: cellb_e --> cellb_c	6.933213
R10	R10_reverse_num9: acald_c + h_c + nadh_c --> etoh_c + nad_c	21.522204
R736	R736_reverse_num3: fru_c + h_c + nadh_c --> nad_c + sbt__D_c	0.27826
R782	R782_reverse_num2: udpg_c --> udpgal_c	0.01727
